ID,Form,Lemma,Postag,NER,Head,Deprel,Clausal Tag,Record ID,Sentence ID,Document ID,Document
13,for,for,IN,O,14,case,0,7168,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
14,materials,material,NNS,O,12,nmod:for,NP,7169,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
15,and,and,CC,O,18,cc,0,7170,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
16,for,for,IN,O,18,case,0,7171,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
17,industrial,industrial,JJ,O,18,amod,NP,7172,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
18,facilities,facility,NNS,O,23,nsubj:xsubj,0,7173,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
19,which,which,WDT,O,18,ref,SBAR,7174,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
20,is,be,VBZ,O,18,acl:relcl,VP,7175,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
21,now,now,RB,DATE,20,advmod,0,7176,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
22,to,to,TO,O,23,mark,VP,7177,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
23,set,set,VB,O,20,xcomp,VP,7178,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
24,in,in,RP,O,23,compound:prt,0,7179,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
25,.,.,.,O,5,punct,0,7180,89,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
1,I,I,PRP,O,2,nsubj,NP,7181,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
2,hope,hope,VBP,O,0,ROOT,VP,7182,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
3,",",",",",",O,2,punct,0,7183,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
4,therefore,therefore,RB,O,2,advmod,0,7184,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
5,",",",",",",O,2,punct,0,7185,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
6,that,that,IN,O,12,mark,SBAR,7186,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
7,the,the,DT,O,8,det,NP,7187,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
8,Congress,Congress,NNP,ORGANIZATION,12,nsubj,0,7188,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
9,will,will,MD,O,12,aux,VP,7189,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
10,not,not,RB,O,12,advmod,0,7190,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
11,be,be,VB,O,12,cop,VP,7191,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
12,unwilling,unwilling,JJ,O,2,ccomp,0,7192,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
13,",",",",",",O,12,punct,0,7193,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
14,if,if,IN,O,17,mark,SBAR,7194,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
15,it,it,PRP,O,21,nsubj:xsubj,NP,7195,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
16,should,should,MD,O,17,aux,VP,7196,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
17,become,become,VB,O,12,advcl:if,VP,7197,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
18,necessary,necessary,JJ,O,17,xcomp,0,7198,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
19,",",",",",",O,17,punct,0,7199,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
20,to,to,TO,O,21,mark,VP,7200,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
21,grant,grant,VB,O,17,xcomp,VP,7201,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
22,to,to,IN,O,25,case,0,7202,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
23,some,some,DT,O,25,det,NP,7203,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
24,such,such,JJ,O,25,amod,0,7204,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
25,agency,agency,NN,O,21,obl:to,0,7205,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
26,as,as,IN,O,30,case,0,7206,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
27,the,the,DT,O,30,det,NP,7207,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
28,War,War,NNP,CAUSE_OF_DEATH,30,compound,0,7208,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
29,Trade,Trade,NNP,O,30,compound,0,7209,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
30,Board,Board,NNP,O,25,nmod:as,0,7210,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
31,the,the,DT,O,32,det,NP,7211,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
32,right,right,NN,O,21,obj,0,7212,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
33,to,to,TO,O,34,mark,VP,7213,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
34,establish,establish,VB,O,32,acl:to,VP,7214,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
35,priorities,priority,NNS,O,34,obj,NP,7215,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
36,of,of,IN,O,37,case,0,7216,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
37,export,export,NN,O,35,nmod:of,NP,7217,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
38,and,and,CC,O,39,cc,0,7218,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
39,supply,supply,NN,O,37,conj:and,0,7219,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
40,for,for,IN,O,42,case,0,7220,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
41,the,the,DT,O,42,det,NP,7221,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
42,benefit,benefit,NN,O,34,obl:for,0,7222,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
43,of,of,IN,O,45,case,0,7223,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
44,these,these,DT,O,45,det,NP,7224,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
45,people,people,NNS,O,42,nmod:of,0,7225,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
46,whom,whom,WP,O,53,obj,SBAR,7226,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
47,we,we,PRP,O,53,nsubj:xsubj,NP,7227,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
48,have,have,VBP,O,51,aux,VP,7228,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
49,been,be,VBN,O,51,cop,VP,7229,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
50,so,so,RB,O,51,advmod,0,7230,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
51,happy,happy,JJ,O,34,dep,0,7231,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
52,to,to,TO,O,53,mark,VP,7232,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
53,assist,assist,VB,O,51,xcomp,VP,7233,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
54,in,in,IN,O,55,mark,0,7234,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
55,saving,save,VBG,O,53,advcl:in,VP,7235,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
56,from,from,IN,O,59,case,0,7236,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
57,the,the,DT,O,59,det,NP,7237,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
58,German,german,JJ,NATIONALITY,59,amod,0,7238,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
59,terror,terror,NN,O,55,obl:from,0,7239,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
60,and,and,CC,O,67,cc,0,7240,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
61,whom,whom,WP,O,69,obj,SBAR,7241,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
62,we,we,PRP,O,69,nsubj:xsubj,S,7242,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
63,must,must,MD,O,67,aux,VP,7243,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
64,not,not,RB,O,67,advmod,0,7244,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
65,now,now,RB,DATE,67,advmod,0,7245,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
66,thoughtlessly,thoughtlessly,RB,O,67,advmod,VP,7246,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
67,leave,leave,VB,O,51,conj:and,0,7247,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
68,to,to,TO,O,69,mark,VP,7248,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
69,shift,shift,VB,O,67,xcomp,VP,7249,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
70,for,for,IN,O,71,case,0,7250,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
71,themselves,themselves,PRP,O,69,obl:for,NP,7251,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
72,in,in,IN,O,76,case,0,7252,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
73,a,a,DT,O,76,det,NP,7253,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
74,pitiless,pitiless,JJ,O,76,amod,0,7254,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
75,competitive,competitive,JJ,O,76,amod,0,7255,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
76,market,market,NN,O,69,obl:in,0,7256,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
77,.,.,.,O,2,punct,0,7257,90,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
1,For,for,IN,O,3,case,S,7258,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
2,the,the,DT,O,3,det,NP,7259,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
3,steadying,steadying,JJ,O,16,obl:for,0,7260,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
4,",",",",",",O,16,punct,0,7261,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
5,and,and,CC,O,16,cc,0,7262,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
6,facilitation,facilitation,NN,O,16,conj,NP,7263,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
7,of,of,IN,O,13,case,0,7264,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
8,our,we,PRP$,O,13,nmod:poss,NP,7265,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
9,own,own,JJ,O,13,amod,0,7266,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
10,domestic,domestic,JJ,O,11,amod,0,7267,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
11,business,business,NN,O,13,compound,0,7268,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
12,readjustments,readjustment,NNS,O,13,compound,0,7269,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
13,nothing,nothing,NN,O,6,nmod:of,0,7270,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
14,is,be,VBZ,O,16,cop,VP,7271,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
15,more,more,RBR,O,16,advmod,0,7272,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
16,important,important,JJ,O,0,ROOT,0,7273,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
17,than,than,IN,O,20,case,0,7274,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
18,the,the,DT,O,20,det,NP,7275,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
19,immediate,immediate,JJ,O,20,amod,0,7276,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
20,determination,determination,NN,O,16,obl:than,0,7277,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
21,of,of,IN,O,23,case,0,7278,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
22,the,the,DT,O,23,det,NP,7279,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
23,taxes,tax,NNS,O,28,nsubj:pass:xsubj,0,7280,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
24,that,that,WDT,O,23,ref,SBAR,7281,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
25,are,be,VBP,O,23,acl:relcl,VP,7282,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
26,to,to,TO,O,28,mark,VP,7283,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
27,be,be,VB,O,28,aux:pass,VP,7284,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
28,levied,levy,VBN,O,25,xcomp,VP,7285,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
29,for,for,IN,O,32,case,0,7286,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
30,1918,1918,CD,DATE,32,nummod,NP,7287,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
31,",",",",",",O,32,punct,0,7288,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
32,1919,1919,CD,DATE,28,obl:for,0,7289,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
33,",",",",",",O,32,punct,0,7290,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
34,and,and,CC,DATE,35,cc,0,7291,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
35,1920,1920,CD,DATE,32,conj:and,0,7292,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
36,.,.,.,O,16,punct,0,7293,91,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
1,As,as,RB,O,2,advmod,SINV,7294,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
2,much,much,RB,O,5,advmod,0,7295,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
3,of,of,IN,O,5,case,0,7296,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
4,the,the,DT,O,5,det,NP,7297,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
5,burden,burden,NN,O,10,obl:of,0,7298,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
6,of,of,IN,O,7,case,0,7299,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
7,taxation,taxation,NN,O,5,nmod:of,NP,7300,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
8,must,must,MD,O,10,aux,VP,7301,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
9,be,be,VB,O,10,aux:pass,VP,7302,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
10,lifted,lift,VBN,O,0,ROOT,VP,7303,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
11,from,from,IN,O,12,case,0,7304,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
12,business,business,NN,O,10,obl:from,NP,7305,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
13,as,as,IN,O,21,mark,SBAR,7306,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
14,sound,sound,JJ,O,15,amod,NP,7307,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
15,methods,method,NNS,O,21,nsubj,0,7308,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
16,of,of,IN,O,17,mark,0,7309,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
17,financing,finance,VBG,O,15,acl:of,VP,7310,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
18,the,the,DT,O,19,det,NP,7311,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
19,Government,government,NN,O,17,obj,0,7312,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
20,will,will,MD,O,21,aux,VP,7313,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
21,permit,permit,VB,O,10,advcl:as,VP,7314,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
22,",",",",",",O,21,punct,0,7315,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
23,and,and,CC,O,36,cc,0,7316,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
24,those,those,DT,O,36,nsubj:pass,NP,7317,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
25,who,who,WP,O,24,ref,SBAR,7318,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
26,conduct,conduct,VBP,O,24,acl:relcl,VP,7319,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
27,the,the,DT,O,30,det,NP,7320,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
28,great,great,JJ,O,30,amod,0,7321,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
29,essential,essential,JJ,O,30,amod,0,7322,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
30,industries,industry,NNS,O,26,obj,0,7323,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
31,of,of,IN,O,33,case,0,7324,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
32,the,the,DT,O,33,det,NP,7325,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
33,country,country,NN,O,30,nmod:of,0,7326,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
34,must,must,MD,O,36,aux,VP,7327,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
35,be,be,VB,O,36,aux:pass,VP,7328,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
36,told,tell,VBN,O,21,conj:and,VP,7329,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
37,as,as,IN,O,38,case,0,7330,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
38,exactly,exactly,RB,O,36,advcl:as,0,7331,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
39,as,as,IN,O,40,case,0,7332,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
40,possible,possible,JJ,O,36,advcl:as,0,7333,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
41,what,what,WDT,O,42,det,NP,7334,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
42,obligations,obligation,NNS,O,51,nsubj:xsubj,0,7335,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
43,to,to,IN,O,45,case,0,7336,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
44,the,the,DT,O,45,det,0,7337,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
45,Government,government,NN,O,42,nmod:to,0,7338,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
46,they,they,PRP,O,49,nsubj:pass,NP,7339,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
47,will,will,MD,O,49,aux,VP,7340,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
48,be,be,VB,O,49,aux:pass,VP,7341,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
49,expected,expect,VBN,O,10,dep,VP,7342,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
50,to,to,TO,O,51,mark,VP,7343,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
51,meet,meet,VB,O,49,xcomp,VP,7344,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
52,in,in,IN,O,54,case,0,7345,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
53,the,the,DT,DURATION,54,det,NP,7346,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
54,years,year,NNS,DURATION,51,obl:in,0,7347,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
55,immediately,immediately,RB,O,56,advmod,0,7348,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
56,ahead,ahead,RB,O,58,advmod,0,7349,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
57,of,of,IN,O,58,case,0,7350,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
58,them,they,PRP,O,54,nmod:of,NP,7351,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
59,.,.,.,O,10,punct,0,7352,92,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
1,It,it,PRP,O,6,nsubj,NP,7353,93,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
2,will,will,MD,O,6,aux,VP,7354,93,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
3,be,be,VB,O,6,cop,VP,7355,93,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
4,of,of,IN,O,6,case,0,7356,93,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
5,serious,serious,JJ,O,6,amod,NP,7357,93,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
6,consequence,consequence,NN,O,0,ROOT,0,7358,93,2,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1918 .txt"")"
